Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
TotalEnergies,TotalEnergiesIndia,100064894052254,ENERGY_COMPANY,IN,TotalEnergies is a multi energy company that produces and markets energies on a global scale,2014-06-24 12:03:08,10329437,10332554,2024-04-25 07:46:47 BST,2024-04-25,07:46:47,Photo,"130,748",130232,206,33,204,8,8,1,4,52,,-,0,0,0,N/A,https://www.facebook.com/100064894052254/posts/827546069418521,Unleash exclusive deals as fierce as the competition! Celebrate the TotalEnergies Thomas & Uber Cup Finals 2024 with these limited-time offers. Get shopping now! 🛍⁣ India 🇮🇳: https://amzn.to/3W2GYwz:=:https://www.amazon.in/stores/TotalEnergiesMarketingIndia/Passengercarengineoil-Quartz/page/AAFA8F73-7AF9-4430-9676-55DEF599943C #TotalEnergies #TotalEnergiesBadminton #TotalEnergiesxBadminton #KeepTheEnergyGoing #badmintonclub #badminton #badmintonlovers #badmintonplayer #badmintonlife #badmintontime #ThomasUberCupFinals #Chengdu2024 #sale #promotion,https://www.facebook.com/photo.php?fbid=827546006085194&set=a.698894862283643&type=3,,,,,,,,"2,971.55"
TotalEnergies,TotalEnergiesIndia,100064894052254,ENERGY_COMPANY,IN,TotalEnergies is a multi energy company that produces and markets energies on a global scale,2014-06-24 12:03:08,10313557,10316538,2024-05-03 13:30:02 BST,2024-05-03,13:30:02,Native Video,"46,807",46692,9,12,63,0,8,3,3,17,owned,Yes,486599,486612,0,00:01:51,https://www.facebook.com/100064894052254/posts/832962485543546,Join Srikanth Kidambi as he immerses himself in Chengdu's iconic face-changing show and attempts to paint the face masks too. 🎭 2 lucky fans stand a chance at winning these signed masks featured in this episode. All you have to do to win is: Step 1️⃣: Follow TotalEnergies x Badminton and BWF — Badminton World Federation Step 2️⃣: Let us know which mask you would like to win in the comments below👇 Step 3️⃣: Tag 2 friends The giveaway ends at 23:59 on 10 May 2024 (UTC +8) 𝑇&𝐶𝑠 𝑎𝑝𝑝𝑙𝑦: 𝑃𝑎𝑟𝑡𝑖𝑐𝑖𝑝𝑎𝑛𝑡𝑠 𝑚𝑢𝑠𝑡 𝑏𝑒 18 𝑦𝑒𝑎𝑟𝑠 𝑎𝑛𝑑 𝑜𝑙𝑑𝑒𝑟 𝑡𝑜 𝑞𝑢𝑎𝑙𝑖𝑓𝑦 𝑓𝑜𝑟 𝑤𝑖𝑛𝑛𝑖𝑛𝑔 #TotalEnergiesBadminton #ThomasUberCupFinals #Chengdu2024,https://www.facebook.com/TotalEnergiesIndia/videos/2055521101498706/,,,,,,,,"1,017.54"
TotalEnergies,TotalEnergiesIndia,100064894052254,ENERGY_COMPANY,IN,TotalEnergies is a multi energy company that produces and markets energies on a global scale,2014-06-24 12:03:08,10346365,10349336,2024-05-04 13:30:59 BST,2024-05-04,13:30:59,Native Video,"38,716",38593,26,10,66,2,4,3,0,12,owned,Yes,370563,370578,0,00:01:55,https://www.facebook.com/100064894052254/posts/833646852141776,Spicy food 🔥 and giant pandas 🐼 – let's dive into the Sichuan culture and find out how well Srikanth Kidambi knows the city. #TotalEnergiesBadminton #ThomasUberCupFinals #Chengdu2024,https://www.facebook.com/TotalEnergiesIndia/videos/852785130015274/,,,,,,,,841.65
TotalEnergies,TotalEnergiesIndia,100064894052254,ENERGY_COMPANY,IN,TotalEnergies is a multi energy company that produces and markets energies on a global scale,2014-06-24 12:03:08,10317687,10320653,2024-05-05 13:30:53 BST,2024-05-05,13:30:53,Native Video,"29,482",29375,11,15,59,4,3,0,2,13,owned,Yes,571443,571447,0,00:01:45,https://www.facebook.com/100064894052254/posts/834295868743541,"In the last episode of #FanaticsofTotalEnergies, we learn about the traditional art of sugar painting. See how Srikanth Kidambi fared in his sugar painting attempt. 👀 #TotalEnergiesBadminton #ThomasUberCupFinals #Chengdu2024",https://www.facebook.com/TotalEnergiesIndia/videos/801979445149111/,,,,,,,,640.91
TotalEnergies,TotalEnergiesJordan,100064791456859,ENERGY_COMPANY,JO,"Welcome to TotalEnergies Jordan page, one of Jordan's leaders in oil and gas. ",2015-09-21 06:34:08,10269939,10280672,2024-02-08 12:10:39 GMT,2024-02-08,12:10:39,Photo,"32,048",8642,22761,363,259,2,2,0,1,18,,-,0,0,0,N/A,https://www.facebook.com/100064791456859/posts/790353173134391,شاركنا توقعاتك مين اللي رح يفوز بالنهائي في #كأس_آسيا_2023 في التعليقات لتربح معنا بنزين بقيمة 250 دينار! *سيتم اختيار رابح عشوائياً من التعليقات *تطبق الشروط والأحكام #توتال_إنرجيز,https://www.facebook.com/photo.php?fbid=790352353134473&set=a.703757308460645&type=3,,,,,,,,508.7
TotalEnergies,TotalEnergiesCote.Ivoire,100078013324741,ENERGY_COMPANY,CI,"TotalEnergies est une compagnie multi-énergies mondiale de production et de fourniture d'énergies : pétrole et biocarburants, gaz naturel et gaz verts, renouvelables et électricité",2019-06-20 12:04:41,10289987,10293732,2024-02-05 12:39:55 GMT,2024-02-05,12:39:55,Native Video,"16,849",16113,64,198,383,1,38,2,1,49,owned,Yes,498062,498470,0,00:02:49,https://www.facebook.com/100078013324741/posts/393823139894794,"Le match de l’humilité 🙏 Une grande rencontre entre le Mali 🇲🇱 et la Côte d’Ivoire 🇨🇮 Le Samedi 03 Février, notre micro a recueilli les avis et réactions des supporters ivoiriens dans un point de retransmission TotalEnergies 🥳 Stress, Émotions fortes et Ambiance festive au rendez-vous 😉⚽ Vivez la TotalEnergies CAF CAN Côte d’Ivoire, 2023 dans nos points de retransmissions et vibrez Football avec TotalEnergies 🎉🎉 #EnsembleVibronsFootball #AmbianceDeMatch #TotalEnergiesAFCON2023 #TotalEnergiesCI",https://www.facebook.com/TotalEnergiesCote.Ivoire/videos/335824539448004/,,,MATCH MALI VS CÔTE D'IVOIRE - TotalEnergies,,,,,374.42
TotalEnergies,TotalEnergiesCambodge,100064761486923,ENERGY_COMPANY,KH,TotalEnergies គឺជាក្រុមហ៊ុនថាមពលចម្រុះដែលផលិតនិងចែកចាយថាមពលទូទាំងពិភពលោក។,2014-06-16 09:31:37,10273973,10283932,2024-01-31 11:25:57 GMT,2024-01-31,11:25:57,Native Video,"18,885",15260,60,380,2979,8,28,3,2,165,owned,Yes,1113431,1118242,0,00:03:39,https://www.facebook.com/100064761486923/posts/805116628323713,"[English below] 🧐 បើគ្រាន់តែលាងសម្អាតរថយន្តធម្មតា មិចគេហៅថាចូលសាឡន មែនអត់គ្នាយើង? សូម្បីតែ idol ខេមរាក៏ពេញចិត្តជាមួយសេវាកម្មព្រីមៀវ របស់តូតាល់អេនើជី WASH ដែរ! 🌟 លាងសម្អាតយ៉ាងយកចិត្តទុកដាក់ពីក្រៅដល់ក្នុងជាមួយបច្ចេកវិទ្យាទំនើប ដំណាក់កាលនីមួយៗ មិនត្រឹមតែស្អាតភ្លឺចែងចាំងដូចថ្មីប៉ុណ្ណោះទេ សូម្បីតែមេរោគក៏ត្រូវបានកម្ចាត់ដោយផ្តល់នូវក្លិនក្រអូបស្រស់ស្រាយជំនួសវិញផងដែរ។ 🥰 🤫 អ្វីដែលកាន់តែពិសេស អ្នកទាំងអស់គ្នាក៏អាចប្រើប្រាស់ E-card app សម្រាប់បង់ប្រាក់បានគ្រប់សេវាកម្ម។ សម្រាប់អតិថិជនថ្មី នឹងទទួលបាន Bonus រហូតដល់ 2% រាល់ពេលបញ្ចូលទឹកប្រាក់! ចង់ដឹងថាធ្វើយ៉ាងមិចបានបានប្រម៉ូសិន? មកមើលវីឌីអូនេះ ឲ្យដល់ចប់ទាំងអស់គ្នា។ 👇 🧐 Going to the salon cannot be used to describe a simple car wash! Even idol Khemara is satisfied with TotalEnergies' premium WASH service! 🌟 With advanced technology, each stage is thoroughly cleaned from the outside to the inside, leaving it not only clean and sparkling like new, but also germ-free by producing a fresh scent. 🥰 🤫 Additionally, you can use the E-card app to pay for all services. New customers will receive a 2% incentive every time they top up! Want to learn how to receive a promotion? Come watch this video until the end. 👇 📌 Telegram Channel: https://t.me/TotalEnergies_bot ☎️ 1800-20-3333 Monday to Friday from 8am - 6pm (free). 📧 customer.kh@totalenergies.com 🌐 kh.totalenergies.com ⬇️ Service - TotalEnergies app #TotalEnergies",https://www.facebook.com/TotalEnergiesCambodge/videos/707175681482679/,,,សូម្បីតែ idol ខេមរាក៏ពេញចិត្តជាមួយសេវាកម្ម ព្រីមៀវ WASHដែរ! 🥰,,,,,343.36
TotalEnergies,TotalEnergiesMexico,100083038673905,ENERGY_COMPANY,MX,"Compañía francesa enfocada en energía que desarrolla proyectos sostenibles, presente en México desde 1982.",2013-09-27 19:18:56,10281688,10281858,2024-03-17 21:53:00 GMT,2024-03-17,21:53:00,Photo,"9,023",8757,40,107,99,2,5,0,1,12,,-,0,0,0,N/A,https://www.facebook.com/100083038673905/posts/396320933145859,Etiqueta a tu amigo que vive la pasión por su moto al igual que tú y cuéntennos si ya utilizan Elf para todas sus aventuras. #motor #motocicleta #moto #biker,https://www.facebook.com/photo.php?fbid=396320933145859&set=a.294907689953851&type=3,,Una marca Unamarcadepasión de pasión. Hay conexiones únicas unicas en la vida que solo ELF las entiende. Moto Tech ្ប្គ្ុជា 一 2T Gold totalenergies.mx/motocicletas s.mx/motocicleta elf,Timeline photos,,,,,265.38
Oman Shell,shelljourneyoman,100064330193816,ENERGY_COMPANY,IN,"Let's make every trip a #Journey2Remember
No matter where you go, Shell helps to make your journeys memorable.

",2016-10-15 09:19:50,9587597,9588264,2024-03-26 08:01:15 GMT,2024-03-26,08:01:15,Native Video,"4,595",4483,14,28,61,0,1,0,1,7,owned,Yes,110666,110772,0,00:00:39,https://www.facebook.com/100064330193816/posts/841844461303219,تهانينا للفائز الأول بسيارة MG 🚗✨ عبئ سيارتك بوقود Shell V-Power خلال شهر رمضان المبارك على 299 بيسة لكل لتر فقط وقد تكون الفائز القادم! 🌙 لا تفوَت الفرصة! Congratulations to the first winner of the MG Car! 🚗✨ Fuel up with #ShellVPower during Ramadan for 299 Baisa/Litre and you could be the next winner! 🌙 Don't miss out! MG Motor Oman,https://www.facebook.com/shelljourneyoman/videos/1899233293861294/,,,,,,,,218.81
TotalEnergies,TotalEnergiesMexico,100083038673905,ENERGY_COMPANY,MX,"Compañía francesa enfocada en energía que desarrolla proyectos sostenibles, presente en México desde 1982.",2013-09-27 19:18:56,10312976,10312580,2024-05-21 01:06:08 BST,2024-05-21,01:06:08,Photo,"6,009",5909,2,29,56,3,3,1,1,5,,-,0,0,0,N/A,https://www.facebook.com/100083038673905/posts/437921662319119,"ELF entiende la relación que tienes con tu moto. Queremos conocer el nombre que le das a tu moto, déjanos en los comentarios como le llamas a tu compañera de viaje.",https://www.facebook.com/photo.php?fbid=437921635652455&set=a.294907689953851&type=3,,"Sabemos Una marca de pasión. que hay relaciones únicas, ELF te ayuda a protegerlas. Moto Tech 2T Gold totalenergies.mx/motoELF elf",,,,,,176.74
